Date,Department,Category,Region,Budget Amount,Actual Amount,Payment Method,Transaction ID,Variance
2021-02-26,HR,Utilities,North,12897,66923,Cash,TXN107747,54026
2023-08-22,Marketing,Infrastructure,East,12030,97124,Card,TXN107748,85094
2023-09-04,IT,Travel,West,91205,132788,Cash,TXN107749,41583
2021-02-15,HR,Utilities,East,52636,99896,Card,TXN107750,47260
2022-02-21,Finance,Travel,North,135998,31634,UPI,TXN107751,-104364
2023-04-28,Finance,Utilities,East,82135,9240,Bank Transfer,TXN107752,-72895
2021-05-19,Finance,Marketing,East,42879,59721,Bank Transfer,TXN107753,16842
2021-09-04,Finance,Training,East,139770,115245,Cash,TXN107754,-24525
2021-08-18,Finance,Utilities,West,103846,11322,UPI,TXN107755,-92524
2023-03-03,Operations,Travel,North,47238,117782,Cash,TXN107756,70544
2022-09-29,IT,Salaries,North,89162,115229,Card,TXN107757,26067
2022-01-09,HR,Training,West,110477,137482,UPI,TXN107758,27005
2023-01-08,Finance,Marketing,East,144150,97617,Card,TXN107759,-46533
2023-12-25,Operations,Infrastructure,East,135489,149650,Card,TXN107760,14161
2021-03-29,Marketing,Marketing,North,76919,141485,Cash,TXN107761,64566
2022-12-14,Operations,Marketing,East,49489,153841,Card,TXN107762,104352
2022-08-24,Operations,Infrastructure,South,13970,141977,Cash,TXN107763,128007
2022-06-23,IT,Utilities,East,45579,149760,Card,TXN107764,104181
2021-08-02,Finance,Marketing,East,24006,10554,Cash,TXN107765,-13452
2021-03-15,Operations,Training,Central,89477,48211,Card,TXN107766,-41266
2021-03-02,Operations,Marketing,North,123035,28666,Card,TXN107767,-94369
2022-11-29,Finance,Salaries,North,109209,96955,Card,TXN107768,-12254
2021-01-12,IT,Training,South,126570,42296,Cash,TXN107769,-84274
2023-03-25,Operations,Salaries,South,140836,41618,UPI,TXN107770,-99218
2021-02-01,HR,Training,South,137634,72095,Bank Transfer,TXN107771,-65539
2023-09-28,Sales,Travel,North,51500,21632,Bank Transfer,TXN107772,-29868
2021-08-25,Marketing,Infrastructure,Central,22607,143746,Cash,TXN107773,121139
2022-07-12,Sales,Training,Central,57328,134503,Cash,TXN107774,77175
2022-10-09,Sales,Training,West,92375,159982,Bank Transfer,TXN107775,67607
2023-09-14,IT,Utilities,North,108954,19690,UPI,TXN107776,-89264
2023-03-31,Operations,Utilities,West,101424,59421,UPI,TXN107777,-42003
2022-04-18,Sales,Travel,East,63664,15270,Bank Transfer,TXN107778,-48394
2021-04-22,Sales,Utilities,South,68141,22653,Card,TXN107779,-45488
2022-01-18,Marketing,Utilities,West,64879,158263,Card,TXN107780,93384
2021-01-17,Finance,Salaries,West,75475,169441,Cash,TXN107781,93966
2022-05-08,Operations,Utilities,North,21254,44376,Bank Transfer,TXN107782,23122
2023-07-15,Operations,Utilities,South,74634,37914,Bank Transfer,TXN107783,-36720
2021-04-27,Marketing,Travel,South,26102,113909,Cash,TXN107784,87807
2023-05-30,Finance,Travel,Central,29029,149266,UPI,TXN107785,120237
2021-04-25,Operations,Marketing,West,70978,31254,UPI,TXN107786,-39724
2023-03-25,HR,Utilities,Central,74739,97256,Bank Transfer,TXN107787,22517
2022-10-06,Marketing,Utilities,West,143125,59271,Card,TXN107788,-83854
2021-12-02,IT,Training,North,108613,136262,Bank Transfer,TXN107789,27649
2023-07-11,Finance,Utilities,North,133664,20897,Bank Transfer,TXN107790,-112767
2021-05-27,Marketing,Salaries,East,90727,63892,Card,TXN107791,-26835
2021-05-02,Sales,Training,West,31384,38513,Bank Transfer,TXN107792,7129
2021-03-22,Operations,Utilities,West,108067,41706,UPI,TXN107793,-66361
2022-11-16,HR,Salaries,South,107029,148948,UPI,TXN107794,41919
2022-10-24,HR,Marketing,South,97414,46508,Card,TXN107795,-50906
2022-01-10,IT,Training,Central,58373,124773,UPI,TXN107796,66400
2021-03-04,Marketing,Infrastructure,East,19519,31799,Card,TXN107797,12280
2022-05-19,HR,Utilities,North,101561,128578,Card,TXN107798,27017
2022-10-30,Marketing,Training,West,130724,60054,Bank Transfer,TXN107799,-70670
2022-03-25,Operations,Travel,Central,100262,124705,Card,TXN107800,24443
2023-05-18,Operations,Training,East,72584,91138,UPI,TXN107801,18554
2022-11-11,HR,Travel,South,16384,167958,UPI,TXN107802,151574
2022-04-06,Operations,Utilities,East,132785,108216,Cash,TXN107803,-24569
2022-04-04,Marketing,Salaries,Central,47917,122416,UPI,TXN107804,74499
2022-04-09,Operations,Travel,North,16608,113092,Bank Transfer,TXN107805,96484
2023-07-01,Sales,Training,South,28089,127324,Card,TXN107806,99235
2022-01-14,Marketing,Training,South,52132,137899,UPI,TXN107807,85767
2023-10-23,Finance,Travel,North,149863,40732,Cash,TXN107808,-109131
2021-12-30,Operations,Marketing,South,95424,148716,Cash,TXN107809,53292
2021-03-13,Operations,Marketing,Central,95935,140500,Card,TXN107810,44565
2022-09-30,Marketing,Marketing,South,60648,47044,UPI,TXN107811,-13604
2021-12-03,IT,Travel,West,54077,142178,UPI,TXN107812,88101
2021-07-14,Finance,Travel,East,147843,137615,Cash,TXN107813,-10228
2023-10-09,Finance,Training,Central,66858,90673,UPI,TXN107814,23815
2022-10-15,Finance,Utilities,North,39278,39063,UPI,TXN107815,-215
2021-01-07,HR,Utilities,Central,26238,155939,Card,TXN107816,129701
2023-06-24,Sales,Salaries,West,143730,82272,UPI,TXN107817,-61458
2023-09-06,Sales,Travel,South,77067,10965,UPI,TXN107818,-66102
2022-07-20,IT,Utilities,South,86894,61828,Cash,TXN107819,-25066
2022-09-08,Finance,Utilities,Central,105942,123849,Bank Transfer,TXN107820,17907
2022-07-27,Finance,Marketing,South,41623,94146,UPI,TXN107821,52523
2022-08-22,Operations,Marketing,South,121258,24804,Card,TXN107822,-96454
2023-02-09,Marketing,Marketing,West,43549,110823,Cash,TXN107823,67274
2021-08-30,HR,Infrastructure,North,109729,30258,Cash,TXN107824,-79471
2023-02-05,HR,Utilities,East,113232,167838,Card,TXN107825,54606
2022-01-19,IT,Marketing,Central,78087,123873,Bank Transfer,TXN107826,45786
2022-01-26,Sales,Marketing,North,38062,94850,UPI,TXN107827,56788
2023-06-15,Finance,Travel,East,86051,58971,UPI,TXN107828,-27080
2022-11-19,Marketing,Training,North,18704,122024,Card,TXN107829,103320
2021-02-16,IT,Marketing,Central,81974,120860,Cash,TXN107830,38886
2022-09-11,HR,Travel,West,32902,58082,Card,TXN107831,25180
2022-04-09,HR,Salaries,West,146858,70120,Bank Transfer,TXN107832,-76738
2021-05-03,HR,Marketing,West,81629,68730,Cash,TXN107833,-12899
2021-05-14,Finance,Training,North,138518,156809,Bank Transfer,TXN107834,18291
2023-04-21,Finance,Travel,Central,38691,74192,Bank Transfer,TXN107835,35501
2023-04-29,Finance,Training,South,136421,91125,Cash,TXN107836,-45296
2022-08-30,Operations,Marketing,South,33118,114951,Bank Transfer,TXN107837,81833
2021-01-23,Sales,Salaries,West,146088,13014,Cash,TXN107838,-133074
2022-07-20,HR,Marketing,North,49277,43258,Bank Transfer,TXN107839,-6019
2023-02-05,HR,Travel,South,111264,19299,Bank Transfer,TXN107840,-91965
2023-08-23,Operations,Salaries,North,101364,143235,Cash,TXN107841,41871
2021-08-23,HR,Salaries,Central,125447,34009,Bank Transfer,TXN107842,-91438
2023-09-23,HR,Salaries,West,97158,109496,Bank Transfer,TXN107843,12338
2023-12-19,Finance,Infrastructure,East,92146,137740,UPI,TXN107844,45594
2023-04-06,Finance,Travel,West,128066,167677,Bank Transfer,TXN107845,39611
2021-08-04,Sales,Infrastructure,East,134411,64875,Card,TXN107846,-69536
2022-10-19,HR,Training,South,42054,63777,Bank Transfer,TXN107847,21723
2023-07-24,IT,Salaries,East,82978,153696,Card,TXN107848,70718
2021-11-07,HR,Infrastructure,North,133676,112301,Cash,TXN107849,-21375
2022-07-11,HR,Marketing,East,59015,57726,Cash,TXN107850,-1289
2023-08-30,Sales,Infrastructure,South,17624,99207,UPI,TXN107851,81583
2021-09-14,IT,Utilities,South,93699,60047,Cash,TXN107852,-33652
2022-06-17,HR,Training,West,88720,114785,Card,TXN107853,26065
2021-02-21,Marketing,Salaries,South,66215,125155,Cash,TXN107854,58940
2023-12-27,Marketing,Salaries,North,126066,75124,Cash,TXN107855,-50942
2021-10-27,IT,Training,East,72639,63025,Bank Transfer,TXN107856,-9614
2022-11-03,Marketing,Training,Central,41973,165126,Card,TXN107857,123153
2023-02-17,Finance,Travel,South,32091,131491,Card,TXN107858,99400
2023-04-12,Finance,Marketing,East,115233,56718,Card,TXN107859,-58515
2021-08-20,IT,Training,West,147492,86192,Cash,TXN107860,-61300
2023-09-02,HR,Training,Central,54770,138373,Card,TXN107861,83603
2023-12-28,IT,Travel,West,145103,8409,Cash,TXN107862,-136694
2021-01-28,Marketing,Training,North,70068,50585,Cash,TXN107863,-19483
2023-12-11,IT,Infrastructure,West,49128,110263,UPI,TXN107864,61135
2022-08-14,Marketing,Utilities,East,102349,77110,UPI,TXN107865,-25239
2023-02-24,Finance,Utilities,Central,125729,23384,Cash,TXN107866,-102345
2022-09-12,IT,Utilities,West,47607,163808,Cash,TXN107867,116201
2022-08-09,Operations,Training,West,82887,48130,Bank Transfer,TXN107868,-34757
2023-09-29,Marketing,Utilities,North,12100,103944,UPI,TXN107869,91844
2021-07-03,Operations,Marketing,East,11737,122084,Card,TXN107870,110347
2023-11-13,Finance,Infrastructure,West,136549,125413,UPI,TXN107871,-11136
2021-05-09,HR,Utilities,East,149511,151130,UPI,TXN107872,1619
2021-10-18,Marketing,Salaries,South,137152,61260,UPI,TXN107873,-75892
2022-05-16,HR,Training,North,134565,93398,Card,TXN107874,-41167
2021-07-05,Finance,Infrastructure,North,36507,167074,Cash,TXN107875,130567
2022-04-24,HR,Marketing,North,63678,85045,UPI,TXN107876,21367
2022-05-07,Marketing,Utilities,East,139599,28918,UPI,TXN107877,-110681
2022-05-28,Sales,Marketing,West,121954,126581,Cash,TXN107878,4627
2023-12-27,Marketing,Training,West,136702,31807,Cash,TXN107879,-104895
2022-04-12,Marketing,Utilities,East,19539,70739,Bank Transfer,TXN107880,51200
2021-10-12,Operations,Salaries,East,89398,122321,UPI,TXN107881,32923
2022-08-24,Sales,Infrastructure,South,130263,152390,Cash,TXN107882,22127
2021-07-08,Sales,Salaries,Central,11854,90419,Card,TXN107883,78565
2023-09-16,Sales,Utilities,Central,53904,64801,Card,TXN107884,10897
2023-06-09,Marketing,Travel,North,32434,127901,Bank Transfer,TXN107885,95467
2022-01-23,Finance,Infrastructure,West,47845,72385,UPI,TXN107886,24540
2021-08-29,Sales,Marketing,North,48108,59719,Cash,TXN107887,11611
2022-02-21,IT,Utilities,West,133280,112352,Card,TXN107888,-20928
2021-06-25,HR,Salaries,West,88907,137453,Bank Transfer,TXN107889,48546
2022-01-22,Finance,Training,South,24976,85993,UPI,TXN107890,61017
2023-05-03,IT,Travel,East,59283,16949,Card,TXN107891,-42334
2022-10-25,Marketing,Training,East,88216,155071,Bank Transfer,TXN107892,66855
2022-03-28,Marketing,Utilities,East,121404,51070,Cash,TXN107893,-70334
2021-10-04,IT,Marketing,Central,16157,31668,Card,TXN107894,15511
2021-08-01,Operations,Salaries,East,65730,106412,UPI,TXN107895,40682
2021-02-10,Operations,Infrastructure,Central,106729,139817,Card,TXN107896,33088
2021-10-21,IT,Travel,North,91581,132396,Cash,TXN107897,40815
2022-08-23,Operations,Utilities,Central,98533,32539,Cash,TXN107898,-65994
2022-06-25,HR,Utilities,West,129194,14860,Bank Transfer,TXN107899,-114334
2022-03-27,HR,Utilities,South,97112,124036,Cash,TXN107900,26924
2023-12-21,Marketing,Utilities,South,121529,15035,UPI,TXN107901,-106494
2023-03-01,Operations,Salaries,West,105800,118083,UPI,TXN107902,12283
2021-11-30,Sales,Infrastructure,North,12676,69691,Card,TXN107903,57015
2023-06-10,IT,Marketing,South,11215,25121,Card,TXN107904,13906
2021-02-13,HR,Travel,West,77800,117047,Cash,TXN107905,39247
2021-05-24,Operations,Utilities,South,132478,112671,Cash,TXN107906,-19807
2021-11-29,Operations,Training,Central,142041,102805,Cash,TXN107907,-39236
2023-09-25,HR,Utilities,South,49396,103784,Cash,TXN107908,54388
2021-02-24,HR,Infrastructure,Central,10600,156897,Card,TXN107909,146297
2023-05-20,Sales,Infrastructure,Central,32325,103716,UPI,TXN107910,71391
2023-03-08,Operations,Salaries,South,143788,91840,Bank Transfer,TXN107911,-51948
2021-11-21,Operations,Salaries,South,27165,67551,Card,TXN107912,40386
2021-03-21,Finance,Training,Central,71152,166999,Card,TXN107913,95847
2023-11-21,Marketing,Training,South,11434,133099,UPI,TXN107914,121665
2023-09-12,Sales,Salaries,North,24852,88852,Bank Transfer,TXN107915,64000
2022-07-12,HR,Travel,East,136786,104587,UPI,TXN107916,-32199
2023-05-15,HR,Training,East,102928,79251,Cash,TXN107917,-23677
2022-12-18,IT,Salaries,West,30375,154724,Bank Transfer,TXN107918,124349
2022-04-17,Marketing,Utilities,East,18651,44183,Card,TXN107919,25532
2021-03-15,HR,Salaries,North,91725,70524,Cash,TXN107920,-21201
2022-08-12,Operations,Travel,East,131933,113136,Cash,TXN107921,-18797
2022-07-18,HR,Salaries,East,138489,100001,Cash,TXN107922,-38488
2022-04-12,Operations,Salaries,North,92451,37300,Cash,TXN107923,-55151
2022-08-22,Operations,Utilities,Central,143049,95175,Cash,TXN107924,-47874
2023-09-19,Sales,Training,East,122141,103209,Cash,TXN107925,-18932
2023-01-07,HR,Utilities,West,56828,96322,Bank Transfer,TXN107926,39494
2023-09-21,Sales,Utilities,East,62916,47242,Cash,TXN107927,-15674
2021-09-05,Marketing,Salaries,East,108594,77530,Bank Transfer,TXN107928,-31064
2021-03-08,Operations,Utilities,North,81613,150728,Bank Transfer,TXN107929,69115
2022-07-27,Marketing,Infrastructure,North,62727,136253,UPI,TXN107930,73526
2022-12-04,HR,Marketing,West,137634,165685,UPI,TXN107931,28051
2022-04-15,Marketing,Marketing,South,63801,115289,Bank Transfer,TXN107932,51488
2022-05-08,Marketing,Utilities,North,53435,53494,Cash,TXN107933,59
2022-10-25,HR,Training,South,82150,98662,UPI,TXN107934,16512
2021-10-13,Sales,Travel,West,125200,145219,Cash,TXN107935,20019
2021-11-08,Sales,Utilities,East,109943,74213,Cash,TXN107936,-35730
2021-11-05,Operations,Training,East,149518,140306,UPI,TXN107937,-9212
2023-02-14,Operations,Utilities,South,113120,148400,UPI,TXN107938,35280
2023-08-23,HR,Salaries,West,130537,20404,UPI,TXN107939,-110133
2022-04-01,HR,Training,West,94557,95355,Cash,TXN107940,798
2021-05-12,Finance,Travel,North,59202,86386,Card,TXN107941,27184
2023-07-19,Finance,Utilities,South,141871,47883,Card,TXN107942,-93988
2023-08-23,IT,Infrastructure,North,19939,136432,UPI,TXN107943,116493
2023-07-18,Operations,Training,South,26620,162638,Cash,TXN107944,136018
2021-05-01,Marketing,Marketing,North,110508,64666,Card,TXN107945,-45842
2022-09-26,IT,Training,North,106553,16315,UPI,TXN107946,-90238
2023-06-16,IT,Infrastructure,West,148253,159960,Cash,TXN107947,11707
2023-02-11,Sales,Infrastructure,West,51098,80911,Cash,TXN107948,29813
2023-11-29,Marketing,Infrastructure,East,54055,119345,Cash,TXN107949,65290
2022-07-20,Sales,Travel,East,30885,37443,Cash,TXN107950,6558
2022-05-27,Finance,Travel,West,35526,152660,Cash,TXN107951,117134
2021-10-16,IT,Training,West,13796,77466,Cash,TXN107952,63670
2021-07-19,Finance,Travel,North,127061,142848,Cash,TXN107953,15787
2022-06-12,Marketing,Marketing,East,96344,111403,UPI,TXN107954,15059
2023-07-06,Marketing,Salaries,West,64571,72237,UPI,TXN107955,7666
2023-12-22,Operations,Training,South,145182,159945,Bank Transfer,TXN107956,14763
2023-03-10,HR,Utilities,South,40897,100884,UPI,TXN107957,59987
2023-12-02,Sales,Utilities,East,68472,99913,UPI,TXN107958,31441
2021-01-12,Operations,Training,South,40366,28057,Bank Transfer,TXN107959,-12309
2023-04-13,Operations,Salaries,North,140564,147407,UPI,TXN107960,6843
2023-04-21,Sales,Utilities,East,61538,16357,Card,TXN107961,-45181
2022-10-05,Sales,Training,West,149655,76674,Card,TXN107962,-72981
2021-04-16,Marketing,Training,South,73628,121262,UPI,TXN107963,47634
2022-11-22,Marketing,Infrastructure,North,10168,157813,UPI,TXN107964,147645
2022-06-12,IT,Marketing,West,103200,36683,UPI,TXN107965,-66517
2023-04-26,Finance,Utilities,Central,75055,139648,UPI,TXN107966,64593
2023-06-12,Marketing,Marketing,North,134932,154101,Bank Transfer,TXN107967,19169
2022-01-22,Operations,Training,South,63117,118825,Bank Transfer,TXN107968,55708
2022-04-26,IT,Salaries,North,95128,120313,UPI,TXN107969,25185
2022-02-12,IT,Training,Central,61879,140739,UPI,TXN107970,78860
2023-06-17,Operations,Utilities,Central,33933,9298,Bank Transfer,TXN107971,-24635
2022-12-12,Marketing,Marketing,North,26159,31376,Card,TXN107972,5217
2022-10-01,Operations,Infrastructure,West,137457,71292,Cash,TXN107973,-66165
2023-11-11,HR,Infrastructure,West,103538,46599,UPI,TXN107974,-56939
2023-03-26,Marketing,Training,Central,80256,20900,Card,TXN107975,-59356
2023-07-07,Finance,Salaries,East,93633,75799,Cash,TXN107976,-17834
2021-07-22,Operations,Travel,East,141002,78290,Cash,TXN107977,-62712
2022-02-21,Marketing,Utilities,West,131307,15400,Card,TXN107978,-115907
2022-02-20,Sales,Training,East,45280,73004,UPI,TXN107979,27724
2021-03-26,HR,Infrastructure,West,37837,36820,Cash,TXN107980,-1017
2021-06-16,Finance,Infrastructure,South,89370,30864,UPI,TXN107981,-58506
2022-01-19,Marketing,Salaries,West,110982,44295,UPI,TXN107982,-66687
2022-04-13,Sales,Infrastructure,South,43049,144670,Card,TXN107983,101621
2023-03-21,Marketing,Utilities,Central,26005,43786,Bank Transfer,TXN107984,17781
2023-09-24,Sales,Salaries,East,132793,17396,UPI,TXN107985,-115397
2022-04-18,Finance,Marketing,Central,72974,39725,Bank Transfer,TXN107986,-33249
2023-09-20,HR,Salaries,North,80168,137457,Card,TXN107987,57289
2021-10-02,Sales,Utilities,North,118813,113622,Card,TXN107988,-5191
2023-11-10,IT,Utilities,Central,20534,101988,Card,TXN107989,81454
2022-05-05,Finance,Marketing,West,77224,161371,Card,TXN107990,84147
2021-11-22,Finance,Training,West,97855,56598,Cash,TXN107991,-41257
2022-06-13,Operations,Salaries,East,117378,51211,Bank Transfer,TXN107992,-66167
2023-06-11,HR,Utilities,Central,10816,138639,Card,TXN107993,127823
2021-03-30,IT,Utilities,North,130876,160015,Card,TXN107994,29139
2022-05-01,IT,Marketing,Central,135726,151686,UPI,TXN107995,15960
2022-12-09,Operations,Travel,Central,108110,61160,Bank Transfer,TXN107996,-46950
2021-12-16,Sales,Salaries,East,105339,147298,Card,TXN107997,41959
2022-01-22,Sales,Utilities,West,103095,46765,Bank Transfer,TXN107998,-56330
2021-03-28,IT,Infrastructure,North,115536,56343,Bank Transfer,TXN107999,-59193
2021-11-03,HR,Marketing,East,86042,147264,Card,TXN108000,61222
2022-03-16,Sales,Travel,North,12446,43283,Cash,TXN108001,30837
2023-01-10,Finance,Travel,North,93808,80283,Card,TXN108002,-13525
2021-09-21,Marketing,Marketing,West,142792,104706,Cash,TXN108003,-38086
2023-09-04,Operations,Travel,West,36479,46531,Card,TXN108004,10052
2023-01-05,HR,Utilities,East,88488,145472,Cash,TXN108005,56984
2022-02-25,Sales,Travel,South,109238,26324,UPI,TXN108006,-82914
2022-05-08,Marketing,Salaries,East,68656,146082,Bank Transfer,TXN108007,77426
2022-09-25,IT,Infrastructure,East,44076,98203,Bank Transfer,TXN108008,54127
2023-09-20,Operations,Utilities,South,56265,61841,Card,TXN108009,5576
2022-02-15,Sales,Marketing,North,42967,28275,Card,TXN108010,-14692
2021-06-22,IT,Infrastructure,Central,137479,108450,Cash,TXN108011,-29029
2021-01-04,Sales,Training,South,63258,61245,Cash,TXN108012,-2013
2023-05-04,Operations,Utilities,Central,135764,166205,Cash,TXN108013,30441
2023-09-13,Finance,Infrastructure,North,58625,34452,Cash,TXN108014,-24173
2023-11-27,Finance,Travel,South,146146,11663,Cash,TXN108015,-134483
2022-08-06,Marketing,Training,West,30377,69239,Card,TXN108016,38862
2023-11-21,IT,Marketing,East,98992,144153,Bank Transfer,TXN108017,45161
2022-01-16,Finance,Marketing,South,63085,89766,Cash,TXN108018,26681
2023-11-01,Operations,Salaries,South,49701,97594,Bank Transfer,TXN108019,47893
2021-12-10,IT,Travel,North,60749,96002,Bank Transfer,TXN108020,35253
2021-06-15,Sales,Salaries,West,124692,118039,Card,TXN108021,-6653
2022-12-01,HR,Salaries,South,75081,77910,UPI,TXN108022,2829
2021-12-08,Sales,Travel,West,18471,115348,Cash,TXN108023,96877
2023-11-09,Operations,Utilities,Central,144091,27965,Cash,TXN108024,-116126
2023-09-07,Marketing,Training,South,113661,151790,Cash,TXN108025,38129
2022-06-29,IT,Salaries,West,124814,56972,Cash,TXN108026,-67842
2023-10-31,Sales,Infrastructure,East,38975,122407,Card,TXN108027,83432
2021-07-11,IT,Training,North,13249,167180,UPI,TXN108028,153931
2021-11-16,Finance,Utilities,West,128589,40338,Card,TXN108029,-88251
2022-08-03,HR,Travel,North,71929,75848,Cash,TXN108030,3919
2022-04-20,Operations,Marketing,South,39108,162114,Cash,TXN108031,123006
2022-09-29,Sales,Utilities,South,105892,76028,Bank Transfer,TXN108032,-29864
2022-03-03,HR,Salaries,Central,31541,141342,Bank Transfer,TXN108033,109801
2023-12-19,Operations,Infrastructure,North,100594,81143,UPI,TXN108034,-19451
2021-04-07,Operations,Training,East,29423,16460,Cash,TXN108035,-12963
2022-05-11,Marketing,Travel,East,96330,97128,Cash,TXN108036,798
2022-10-23,Finance,Marketing,West,68851,166346,UPI,TXN108037,97495
2021-01-09,Marketing,Training,East,133818,161640,Bank Transfer,TXN108038,27822
2022-04-02,Marketing,Infrastructure,North,75552,52362,Bank Transfer,TXN108039,-23190
2021-09-30,IT,Marketing,South,132692,159533,Cash,TXN108040,26841
2023-07-29,IT,Travel,North,148155,144366,Bank Transfer,TXN108041,-3789
2023-10-29,HR,Training,North,39118,32000,UPI,TXN108042,-7118
2021-07-27,Finance,Utilities,South,55334,156258,Card,TXN108043,100924
2023-11-23,Operations,Salaries,North,86441,112438,Bank Transfer,TXN108044,25997
2021-07-23,Finance,Travel,East,105918,127683,UPI,TXN108045,21765
2022-06-02,Finance,Infrastructure,West,65324,74839,Cash,TXN108046,9515
2022-06-01,HR,Utilities,West,102119,78749,Card,TXN108047,-23370
2022-03-19,IT,Training,North,55156,19120,UPI,TXN108048,-36036
2022-11-20,Finance,Marketing,South,16230,153747,Card,TXN108049,137517
2023-04-30,Finance,Utilities,Central,42649,102775,Bank Transfer,TXN108050,60126
2023-04-13,Finance,Utilities,North,51429,38979,Cash,TXN108051,-12450
2021-12-05,Sales,Infrastructure,North,74127,88603,Bank Transfer,TXN108052,14476
2022-01-22,Finance,Salaries,Central,77160,104935,Bank Transfer,TXN108053,27775
2023-11-15,Finance,Utilities,West,82785,98794,UPI,TXN108054,16009
2022-05-21,Operations,Utilities,West,35811,11058,UPI,TXN108055,-24753
2022-11-11,Marketing,Salaries,Central,92038,9849,Bank Transfer,TXN108056,-82189
2022-11-21,Sales,Salaries,South,69227,32200,UPI,TXN108057,-37027
2023-06-04,Finance,Marketing,North,50071,107605,UPI,TXN108058,57534
2022-09-15,Marketing,Training,East,50708,165443,Card,TXN108059,114735
2023-06-12,Finance,Marketing,West,68131,33471,Bank Transfer,TXN108060,-34660
2023-08-11,HR,Salaries,West,64616,103139,Bank Transfer,TXN108061,38523
2023-02-23,HR,Travel,West,96642,33056,UPI,TXN108062,-63586
2022-05-10,Marketing,Salaries,South,56503,143109,Bank Transfer,TXN108063,86606
2023-11-28,Sales,Marketing,Central,149279,87298,Bank Transfer,TXN108064,-61981
2023-01-17,Operations,Infrastructure,South,65561,51654,UPI,TXN108065,-13907
2022-03-13,Sales,Infrastructure,West,147775,18166,Cash,TXN108066,-129609
2021-12-11,Sales,Training,North,29166,70840,UPI,TXN108067,41674
2022-07-04,HR,Utilities,West,147235,49336,Cash,TXN108068,-97899
2023-03-31,HR,Infrastructure,North,97059,162282,Cash,TXN108069,65223
2022-06-25,Operations,Marketing,North,84006,41026,Card,TXN108070,-42980
2021-05-24,Finance,Infrastructure,West,119438,141491,Cash,TXN108071,22053
2022-08-11,Operations,Travel,West,146592,71165,Bank Transfer,TXN108072,-75427
2022-10-19,Finance,Salaries,North,98841,99942,UPI,TXN108073,1101
2021-12-11,Marketing,Salaries,South,70135,31359,Bank Transfer,TXN108074,-38776
2022-11-27,Marketing,Marketing,South,110389,128891,Cash,TXN108075,18502
2021-09-25,IT,Utilities,South,64221,59304,UPI,TXN108076,-4917
2021-06-18,HR,Salaries,East,89863,165097,UPI,TXN108077,75234
2021-02-02,IT,Infrastructure,North,126536,79422,UPI,TXN108078,-47114
2022-01-12,IT,Travel,East,70376,158573,UPI,TXN108079,88197
2022-01-28,HR,Utilities,East,46376,111043,Card,TXN108080,64667
2022-05-04,IT,Utilities,North,88733,77133,Card,TXN108081,-11600
2022-12-23,Sales,Utilities,East,55100,111900,Card,TXN108082,56800
2023-08-04,Finance,Salaries,North,45445,10314,UPI,TXN108083,-35131
2023-11-19,Operations,Training,Central,75829,135931,Bank Transfer,TXN108084,60102
2021-02-08,HR,Utilities,Central,127884,140629,Cash,TXN108085,12745
2023-11-07,Sales,Marketing,North,106599,105385,Card,TXN108086,-1214
2023-12-16,Marketing,Infrastructure,North,70392,56644,Bank Transfer,TXN108087,-13748
2021-08-14,Operations,Training,North,103051,108020,Card,TXN108088,4969
2021-03-08,Operations,Travel,South,22454,134347,Card,TXN108089,111893
2023-04-15,Operations,Infrastructure,North,92188,115668,Cash,TXN108090,23480
2023-11-13,IT,Marketing,West,58321,16014,UPI,TXN108091,-42307
2023-09-26,IT,Marketing,Central,35723,59479,Bank Transfer,TXN108092,23756
2021-08-25,IT,Training,Central,47945,37196,Card,TXN108093,-10749
2023-08-15,IT,Infrastructure,North,112195,166559,UPI,TXN108094,54364
2023-07-08,Sales,Salaries,Central,17649,120665,Bank Transfer,TXN108095,103016
2022-04-18,IT,Marketing,North,137219,62553,Card,TXN108096,-74666
2022-07-07,HR,Utilities,North,147456,165612,UPI,TXN108097,18156
2022-11-26,Operations,Travel,Central,32334,127581,Cash,TXN108098,95247
2021-11-13,Sales,Travel,Central,113652,84863,Card,TXN108099,-28789
2022-08-21,Marketing,Marketing,West,81107,153518,UPI,TXN108100,72411
2023-02-07,IT,Utilities,East,49842,163464,Cash,TXN108101,113622
2023-06-05,Marketing,Infrastructure,West,20694,81339,UPI,TXN108102,60645
2022-07-15,Operations,Travel,West,105193,150993,Card,TXN108103,45800
2021-09-15,Sales,Utilities,Central,88367,164552,Cash,TXN108104,76185
2023-01-27,Operations,Utilities,West,140071,144631,Card,TXN108105,4560
2021-05-03,Marketing,Salaries,Central,128065,27583,UPI,TXN108106,-100482
2021-12-08,Sales,Marketing,South,123850,43109,UPI,TXN108107,-80741
2023-12-19,Finance,Utilities,North,91884,21460,Card,TXN108108,-70424
2021-09-17,Sales,Infrastructure,East,65935,27782,Card,TXN108109,-38153
2021-04-05,IT,Travel,South,26495,60003,Bank Transfer,TXN108110,33508
2021-02-10,Marketing,Salaries,North,86268,107449,Bank Transfer,TXN108111,21181
2021-09-11,Operations,Infrastructure,North,133173,85322,Card,TXN108112,-47851
2021-01-07,Operations,Travel,East,110773,24767,UPI,TXN108113,-86006
2022-12-29,Operations,Marketing,West,106404,152830,UPI,TXN108114,46426
2021-03-10,HR,Infrastructure,North,126886,99078,UPI,TXN108115,-27808
